ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
BWA,Botswana,total,Drinking water,2019,25.11199,585632.44917,Basic service
BWA,Botswana,urban,Drinking water,2019,24.46502,400362.5913,Basic service
BWA,Botswana,total,Sanitation,2019,14.77092,344470.06052,Limited service
BWA,Botswana,rural,Sanitation,2019,12.67423,88163.6774,Limited service
BWA,Botswana,urban,Sanitation,2019,15.66216,256306.39804,Limited service
BWA,Botswana,total,Drinking water,2019,4.74957,110763.99175,Limited service
BWA,Botswana,rural,Drinking water,2019,14.89918,103640.71721,Limited service
BWA,Botswana,urban,Drinking water,2019,0.43528,7123.28098,Limited service
BWA,Botswana,total,Sanitation,2019,7.85912,183281.17812,Open defecation
BWA,Botswana,rural,Sanitation,2019,22.16465,154180.32296,Open defecation
BWA,Botswana,urban,Sanitation,2019,1.77827,29100.86545,Open defecation
BWA,Botswana,total,Drinking water,2019,0.77051,17969.00197,Surface water
BWA,Botswana,rural,Drinking water,2019,2.29312,15951.2438,Surface water
BWA,Botswana,urban,Drinking water,2019,0.1233,2017.7592,Surface water
BWA,Botswana,total,Drinking water,2019,66.36296,1547639.26237,Safely managed service
BWA,Botswana,urban,Drinking water,2019,72.86112,1192349.85993,Safely managed service
BWA,Botswana,total,Sanitation,2019,7.5549,176186.61642,Unimproved
BWA,Botswana,rural,Sanitation,2019,11.89466,82740.91976,Unimproved
BWA,Botswana,urban,Sanitation,2019,5.7102,93445.65189,Unimproved
BWA,Botswana,total,Drinking water,2019,3.00497,70078.29478,Unimproved
BWA,Botswana,rural,Drinking water,2019,5.09801,35462.44981,Unimproved
BWA,Botswana,urban,Drinking water,2019,2.11527,34615.79516,Unimproved
BWA,Botswana,total,Sanitation,2020,70.39743,1665528.55165,At least basic
BWA,Botswana,rural,Sanitation,2020,54.39658,374802.95365,At least basic
BWA,Botswana,urban,Sanitation,2020,76.9721,1290725.58932,At least basic
BWA,Botswana,rural,Drinking water,2020,77.74521,535679.55722,At least basic
BWA,Botswana,total,Drinking water,2020,25.78679,610088.00208,Basic service
BWA,Botswana,urban,Drinking water,2020,25.15531,421822.96654,Basic service
BWA,Botswana,total,Sanitation,2020,15.35298,363235.2885,Limited service
BWA,Botswana,rural,Sanitation,2020,12.84954,88535.78694,Limited service
BWA,Botswana,urban,Sanitation,2020,16.38164,274699.50012,Limited service
BWA,Botswana,total,Drinking water,2020,4.64924,109996.08189,Limited service
BWA,Botswana,rural,Drinking water,2020,14.90598,102705.12317,Limited service
BWA,Botswana,urban,Drinking water,2020,0.43479,7290.96333,Limited service
BWA,Botswana,total,Sanitation,2020,7.33719,173590.14073,Open defecation
BWA,Botswana,rural,Sanitation,2020,21.06224,145122.91364,Open defecation
BWA,Botswana,urban,Sanitation,2020,1.69764,28467.23323,Open defecation
BWA,Botswana,total,Drinking water,2020,0.6923,16379.01461,Surface water
BWA,Botswana,rural,Drinking water,2020,2.07961,14328.88417,Surface water
BWA,Botswana,urban,Drinking water,2020,0.12226,2050.13106,Surface water
BWA,Botswana,total,Drinking water,2020,65.75935,1555796.56027,Safely managed service
BWA,Botswana,urban,Drinking water,2020,72.06156,1208382.02529,Safely managed service
BWA,Botswana,total,Sanitation,2020,6.9124,163540.01912,Unimproved
BWA,Botswana,rural,Sanitation,2020,11.69165,80557.72577,Unimproved
BWA,Botswana,urban,Sanitation,2020,4.94863,82982.27733,Unimproved
BWA,Botswana,total,Drinking water,2020,3.11233,73634.35237,Unimproved
BWA,Botswana,rural,Drinking water,2020,5.2692,36305.81544,Unimproved
BWA,Botswana,urban,Drinking water,2020,2.22608,37328.51979,Unimproved
BWA,Botswana,total,Sanitation,2021,70.95424,1703924.09162,At least basic
BWA,Botswana,rural,Sanitation,2021,55.52963,379250.58641,At least basic
BWA,Botswana,urban,Sanitation,2021,77.08442,1324673.60136,At least basic
BWA,Botswana,rural,Drinking water,2021,77.78072,531218.84109,At least basic
BWA,Botswana,total,Drinking water,2021,26.46109,635447.37481,Basic service
BWA,Botswana,urban,Drinking water,2021,25.84398,444121.32709,Basic service
BWA,Botswana,total,Sanitation,2021,15.94844,382992.3035,Limited service
BWA,Botswana,rural,Sanitation,2021,13.02191,88935.68762,Limited service
BWA,Botswana,urban,Sanitation,2021,17.11152,294056.63739,Limited service
BWA,Botswana,total,Drinking water,2021,4.55199,109313.29729,Limited service
BWA,Botswana,rural,Drinking water,2021,14.91279,101849.87604,Limited service
BWA,Botswana,urban,Drinking water,2021,0.43431,7463.42506,Limited service
BWA,Botswana,total,Sanitation,2021,6.8337,164107.33704,Open defecation
BWA,Botswana,rural,Sanitation,2021,19.95983,136319.63894,Open defecation
BWA,Botswana,urban,Sanitation,2021,1.617,27787.70433,Open defecation
BWA,Botswana,total,Drinking water,2021,0.61746,14827.95637,Surface water
BWA,Botswana,rural,Drinking water,2021,1.86609,12744.85063,Surface water
BWA,Botswana,urban,Drinking water,2021,0.12122,2083.10629,Surface water
BWA,Botswana,total,Drinking water,2021,65.14994,1564537.4762,Safely managed service
BWA,Botswana,urban,Drinking water,2021,71.26362,1224644.80674,Safely managed service
BWA,Botswana,total,Sanitation,2021,6.26363,150417.26784,Unimproved
BWA,Botswana,rural,Sanitation,2021,11.48863,78463.89703,Unimproved
BWA,Botswana,urban,Sanitation,2021,4.18706,71953.35693,Unimproved
BWA,Botswana,total,Drinking water,2021,3.21952,77314.88678,Unimproved
BWA,Botswana,rural,Drinking water,2021,5.44039,37156.24224,Unimproved
BWA,Botswana,urban,Drinking water,2021,2.33688,40158.6273,Unimproved
BWA,Botswana,total,Sanitation,2022,71.48649,1744193.19922,At least basic
BWA,Botswana,rural,Sanitation,2022,56.66561,384025.40548,At least basic
BWA,Botswana,urban,Sanitation,2022,77.18633,1360167.812,At least basic
BWA,Botswana,rural,Drinking water,2022,77.81623,527364.10992,At least basic
BWA,Botswana,total,Drinking water,2022,27.13479,662059.48761,Basic service
BWA,Botswana,urban,Drinking water,2022,26.53103,467526.57304,Basic service
BWA,Botswana,total,Sanitation,2022,16.55733,403980.8829,Limited service
BWA,Botswana,rural,Sanitation,2022,13.19134,89398.31737,Limited service
BWA,Botswana,urban,Sanitation,2022,17.85182,314582.56978,Limited service
BWA,Botswana,total,Drinking water,2022,4.45739,108755.48376,Limited service
BWA,Botswana,rural,Drinking water,2022,14.9196,101110.81361,Limited service
BWA,Botswana,urban,Drinking water,2022,0.43382,7644.67496,Limited service
BWA,Botswana,total,Sanitation,2022,6.34746,154871.28676,Open defecation
BWA,Botswana,rural,Sanitation,2022,18.85743,127797.63715,Open defecation
BWA,Botswana,urban,Sanitation,2022,1.53637,27073.65569,Open defecation
BWA,Botswana,total,Drinking water,2022,0.54582,13317.37335,Surface water
BWA,Botswana,rural,Drinking water,2022,1.65258,11199.6108,Surface water
BWA,Botswana,urban,Drinking water,2022,0.12018,2117.76309,Surface water
BWA,Botswana,total,Drinking water,2022,64.53551,1574596.86549,Safely managed service
BWA,Botswana,urban,Drinking water,2022,70.46729,1241765.70459,Safely managed service
BWA,Botswana,total,Sanitation,2022,5.60872,136846.63112,Unimproved
BWA,Botswana,rural,Sanitation,2022,11.28562,76483.14,Unimproved
BWA,Botswana,urban,Sanitation,2022,3.42548,60363.46253,Unimproved
BWA,Botswana,total,Drinking water,2022,3.32649,81162.7911,Unimproved
BWA,Botswana,rural,Drinking water,2022,5.61159,38029.96568,Unimproved
BWA,Botswana,urban,Drinking water,2022,2.44768,43132.79501,Unimproved
BWA,Botswana,total,Sanitation,2023,71.99414,1785630.31912,At least basic
BWA,Botswana,rural,Sanitation,2023,57.80453,389004.06474,At least basic
BWA,Botswana,urban,Sanitation,2023,77.27783,1396626.2573,At least basic
BWA,Botswana,rural,Drinking water,2023,77.85174,523914.70335,At least basic
BWA,Botswana,total,Drinking water,2023,27.80789,689703.42711,Basic service
BWA,Botswana,urban,Drinking water,2023,27.21648,491877.77211,Basic service
BWA,Botswana,total,Sanitation,2023,17.17949,426093.20787,Limited service
BWA,Botswana,rural,Sanitation,2023,13.35784,89893.55355,Limited service
BWA,Botswana,urban,Sanitation,2023,18.60253,336199.65486,Limited service
BWA,Botswana,total,Drinking water,2023,4.36574,108280.91792,Limited service
BWA,Botswana,rural,Drinking water,2023,14.92641,100449.46351,Limited service
BWA,Botswana,urban,Drinking water,2023,0.43333,7831.45886,Limited service
BWA,Botswana,total,Sanitation,2023,5.87822,145794.14483,Open defecation
BWA,Botswana,rural,Sanitation,2023,17.75502,119485.01753,Open defecation
BWA,Botswana,urban,Sanitation,2023,1.45573,26309.13242,Open defecation
BWA,Botswana,total,Drinking water,2023,0.47727,11837.56532,Surface water
BWA,Botswana,rural,Drinking water,2023,1.43907,9684.4166,Surface water
BWA,Botswana,urban,Drinking water,2023,0.11914,2153.14913,Surface water
BWA,Botswana,total,Drinking water,2023,63.91577,1585267.02357,Safely managed service
BWA,Botswana,urban,Drinking water,2023,69.67257,1259177.9757,Safely managed service
BWA,Botswana,total,Sanitation,2023,4.94816,122726.32819,Unimproved
BWA,Botswana,rural,Sanitation,2023,11.0826,74581.99419,Unimproved
BWA,Botswana,urban,Sanitation,2023,2.66391,48144.35542,Unimproved
BWA,Botswana,total,Drinking water,2023,3.43333,85155.06505,Unimproved
BWA,Botswana,rural,Drinking water,2023,5.78278,38916.04654,Unimproved
BWA,Botswana,urban,Drinking water,2023,2.55849,46239.03834,Unimproved
BWA,Botswana,total,Sanitation,2024,72.11546,1818130.90135,At least basic
BWA,Botswana,rural,Sanitation,2024,57.80453,386338.8769,At least basic
BWA,Botswana,urban,Sanitation,2024,77.27783,1431791.99637,At least basic
BWA,Botswana,rural,Drinking water,2024,77.88726,520562.54511,At least basic
BWA,Botswana,total,Drinking water,2024,28.48032,718028.55043,Basic service
BWA,Botswana,urban,Drinking water,2024,27.90031,516932.69752,Basic service
BWA,Botswana,total,Sanitation,2024,17.21216,433942.51839,Limited service
BWA,Botswana,rural,Sanitation,2024,13.35784,89277.66485,Limited service
BWA,Botswana,urban,Sanitation,2024,18.60253,344664.8468,Limited service
BWA,Botswana,total,Drinking water,2024,4.27689,107826.35196,Limited service
BWA,Botswana,rural,Drinking water,2024,14.93322,99806.75871,Limited service
BWA,Botswana,urban,Drinking water,2024,0.43284,8019.59268,Limited service
BWA,Botswana,total,Sanitation,2024,5.42517,136775.99412,Open defecation
BWA,Botswana,rural,Sanitation,2024,16.65262,111298.41497,Open defecation
BWA,Botswana,urban,Sanitation,2024,1.3751,25477.5782,Open defecation
BWA,Botswana,total,Drinking water,2024,0.41168,10379.13148,Surface water
BWA,Botswana,rural,Drinking water,2024,1.22556,8191.04601,Surface water
BWA,Botswana,urban,Drinking water,2024,0.1181,2188.08539,Surface water
BWA,Botswana,total,Drinking water,2024,63.29104,1595655.12419,Safely managed service
BWA,Botswana,urban,Drinking water,2024,68.87946,1276188.38358,Safely managed service
BWA,Botswana,total,Sanitation,2024,5.24722,132289.58614,Unimproved
BWA,Botswana,rural,Sanitation,2024,12.18501,81438.98329,Unimproved
BWA,Botswana,urban,Sanitation,2024,2.74455,50850.57862,Unimproved
BWA,Botswana,total,Drinking water,2024,3.54006,89249.86589,Unimproved
BWA,Botswana,rural,Drinking water,2024,5.95397,39793.59017,Unimproved
BWA,Botswana,urban,Drinking water,2024,2.66929,49456.25169,Unimproved
CAF,Central African Republic,total,Hygiene,2019,20.96388,1036601.52782,Basic service
CAF,Central African Republic,rural,Hygiene,2019,12.29506,354011.83408,Basic service
CAF,Central African Republic,urban,Hygiene,2019,33.04875,682589.70777,Basic service
CAF,Central African Republic,total,Sanitation,2019,0.53579,26493.22845,Basic service
CAF,Central African Republic,rural,Sanitation,2019,0.03045,876.65319,Basic service
CAF,Central African Republic,urban,Sanitation,2019,1.24027,25616.57412,Basic service
CAF,Central African Republic,total,Drinking water,2019,31.92856,1578772.28826,Basic service
CAF,Central African Republic,rural,Drinking water,2019,26.50578,763181.1997,Basic service
CAF,Central African Republic,urban,Drinking water,2019,39.48824,815591.04198,Basic service
CAF,Central African Republic,total,Hygiene,2019,14.4679,715394.44831,Limited service
CAF,Central African Republic,rural,Hygiene,2019,14.24254,410085.58137,Limited service
CAF,Central African Republic,urban,Hygiene,2019,14.78205,305308.86997,Limited service
CAF,Central African Republic,total,Sanitation,2019,15.36023,759517.89307,Limited service
CAF,Central African Republic,rural,Sanitation,2019,6.28165,180867.66716,Limited service
CAF,Central African Republic,urban,Sanitation,2019,28.01634,578650.23934,Limited service
CAF,Central African Republic,total,Drinking water,2019,24.80869,1226716.09306,Limited service
CAF,Central African Republic,rural,Drinking water,2019,19.01184,547408.03347,Limited service
CAF,Central African Republic,urban,Drinking water,2019,32.88987,679308.07104,Limited service
CAF,Central African Republic,total,Hygiene,2019,64.56823,3192707.1898,No handwashing facility
CAF,Central African Republic,rural,Hygiene,2019,73.46239,2115203.09832,No handwashing facility
CAF,Central African Republic,urban,Hygiene,2019,52.1692,1077503.8486,No handwashing facility
CAF,Central African Republic,total,Sanitation,2019,25.0918,1240715.16025,Open defecation
CAF,Central African Republic,rural,Sanitation,2019,38.37252,1104860.25224,Open defecation
CAF,Central African Republic,urban,Sanitation,2019,6.57765,135854.89747,Open defecation
CAF,Central African Republic,total,Drinking water,2019,3.72826,184351.56414,Surface water
CAF,Central African Republic,rural,Drinking water,2019,6.30118,181429.91396,Surface water
CAF,Central African Republic,urban,Drinking water,2019,0.14146,2921.64792,Surface water
CAF,Central African Republic,total,Sanitation,2019,13.94619,689597.77871,Safely managed service
CAF,Central African Republic,rural,Sanitation,2019,6.12908,176474.50275,Safely managed service
CAF,Central African Republic,urban,Sanitation,2019,24.84374,513123.28766,Safely managed service
CAF,Central African Republic,total,Drinking water,2019,6.28371,310710.83909,Safely managed service
CAF,Central African Republic,rural,Drinking water,2019,2.34221,67439.33995,Safely managed service
CAF,Central African Republic,urban,Drinking water,2019,11.77841,243271.50489,Safely managed service
CAF,Central African Republic,total,Sanitation,2019,45.06598,2228378.94051,Unimproved
CAF,Central African Republic,rural,Sanitation,2019,49.1863,1416221.42467,Unimproved
CAF,Central African Republic,urban,Sanitation,2019,39.32199,812157.40056,Unimproved
CAF,Central African Republic,total,Drinking water,2019,33.25078,1644152.25988,Unimproved
CAF,Central African Republic,rural,Drinking water,2019,45.83898,1319841.98764,Unimproved
CAF,Central African Republic,urban,Drinking water,2019,15.70203,324310.14492,Unimproved
CAF,Central African Republic,total,Hygiene,2020,21.50713,1081083.42787,Basic service
CAF,Central African Republic,rural,Hygiene,2020,12.2115,354804.08571,Basic service
CAF,Central African Republic,urban,Hygiene,2020,34.2401,726279.35634,Basic service
CAF,Central African Republic,total,Sanitation,2020,0.51483,25878.49871,Basic service
CAF,Central African Republic,rural,Sanitation,2020,0.0297,862.8571,Basic service
CAF,Central African Republic,urban,Sanitation,2020,1.17935,25015.64393,Basic service
CAF,Central African Republic,total,Drinking water,2020,31.01908,1559214.00846,Basic service
CAF,Central African Republic,rural,Drinking water,2020,25.81596,750080.63226,Basic service
CAF,Central African Republic,urban,Drinking water,2020,38.14622,809133.3395,Basic service
CAF,Central African Republic,total,Hygiene,2020,15.48073,778158.95742,Limited service
CAF,Central African Republic,rural,Hygiene,2020,15.33676,445608.26653,Limited service
CAF,Central African Republic,urban,Hygiene,2020,15.67795,332550.70176,Limited service
CAF,Central African Republic,total,Sanitation,2020,15.78225,793315.21386,Limited service
CAF,Central African Republic,rural,Sanitation,2020,6.49147,188609.05396,Limited service
CAF,Central African Republic,urban,Sanitation,2020,28.50859,604706.17005,Limited service
CAF,Central African Republic,total,Drinking water,2020,25.68237,1290957.39173,Limited service
CAF,Central African Republic,rural,Drinking water,2020,19.40589,563836.48154,Limited service
CAF,Central African Republic,urban,Drinking water,2020,34.27978,727120.92761,Limited service
CAF,Central African Republic,total,Hygiene,2020,63.01213,3167385.59879,No handwashing facility
CAF,Central African Republic,rural,Hygiene,2020,72.45174,2105079.04416,No handwashing facility
CAF,Central African Republic,urban,Hygiene,2020,50.08195,1062306.46466,No handwashing facility
CAF,Central African Republic,total,Sanitation,2020,25.14773,1264082.88711,Open defecation
CAF,Central African Republic,rural,Sanitation,2020,38.60934,1121791.05772,Open defecation
CAF,Central African Republic,urban,Sanitation,2020,6.70828,142291.84843,Open defecation
CAF,Central African Republic,total,Drinking water,2020,3.57611,179757.78382,Surface water
CAF,Central African Republic,rural,Drinking water,2020,6.11444,177654.62,Surface water
CAF,Central African Republic,urban,Drinking water,2020,0.09915,2103.16659,Surface water
CAF,Central African Republic,total,Sanitation,2020,13.60381,683812.75872,Safely managed service
CAF,Central African Republic,rural,Sanitation,2020,5.91756,171934.10378,Safely managed service
CAF,Central African Republic,urban,Sanitation,2020,24.13228,511878.66373,Safely managed service
CAF,Central African Republic,total,Drinking water,2020,6.18332,310812.40954,Safely managed service
CAF,Central African Republic,rural,Drinking water,2020,2.29063,66554.05952,Safely managed service
CAF,Central African Republic,urban,Drinking water,2020,11.51545,244258.35397,Safely managed service
CAF,Central African Republic,total,Sanitation,2020,44.95138,2259538.64068,Unimproved
CAF,Central African Republic,rural,Sanitation,2020,48.95194,1422294.42741,Unimproved
CAF,Central African Republic,urban,Sanitation,2020,39.47149,837244.17497,Unimproved
CAF,Central African Republic,total,Drinking water,2020,33.53911,1685886.44391,Unimproved
CAF,Central African Republic,rural,Drinking water,2020,46.37307,1347365.69448,Unimproved
CAF,Central African Republic,urban,Drinking water,2020,15.9594,338520.704,Unimproved
CAF,Central African Republic,total,Hygiene,2021,22.06642,1128057.57443,Basic service
CAF,Central African Republic,rural,Hygiene,2021,12.12794,355577.91217,Basic service
CAF,Central African Republic,urban,Hygiene,2021,35.43146,772479.65133,Basic service
CAF,Central African Republic,total,Sanitation,2021,0.49423,25265.69343,Basic service
CAF,Central African Republic,rural,Sanitation,2021,0.02893,848.11694,Basic service
CAF,Central African Republic,urban,Sanitation,2021,1.11997,24417.57639,Basic service
CAF,Central African Republic,total,Drinking water,2021,30.11348,1539431.38637,Basic service
CAF,Central African Republic,rural,Drinking water,2021,25.13342,736884.46456,Basic service
CAF,Central African Republic,urban,Drinking water,2021,36.81055,802546.8382,Basic service
CAF,Central African Republic,total,Hygiene,2021,16.49191,843082.87357,Limited service
CAF,Central African Republic,rural,Hygiene,2021,16.43098,481738.46588,Limited service
CAF,Central African Republic,urban,Hygiene,2021,16.57385,361344.39165,Limited service
CAF,Central African Republic,total,Sanitation,2021,16.20872,828606.09367,Limited service
CAF,Central African Republic,rural,Sanitation,2021,6.7012,196471.91105,Limited service
CAF,Central African Republic,urban,Sanitation,2021,28.99421,632134.17696,Limited service
CAF,Central African Republic,total,Drinking water,2021,26.56039,1357793.7102,Limited service
CAF,Central African Republic,rural,Drinking water,2021,19.79216,580284.64473,Limited service
CAF,Central African Republic,urban,Drinking water,2021,35.66214,777509.04676,Limited service
CAF,Central African Republic,total,Hygiene,2021,61.44167,3140959.58467,No handwashing facility
CAF,Central African Republic,rural,Hygiene,2021,71.44109,2094575.12253,No handwashing facility
CAF,Central African Republic,urban,Hygiene,2021,47.9947,1046384.47599,No handwashing facility
CAF,Central African Republic,total,Sanitation,2021,25.19571,1288029.83237,Open defecation
CAF,Central African Republic,rural,Sanitation,2021,38.84615,1138927.10043,Open defecation
CAF,Central African Republic,urban,Sanitation,2021,6.83892,149102.69276,Open defecation
CAF,Central African Republic,total,Drinking water,2021,3.4239,175033.3318,Surface water
CAF,Central African Republic,rural,Drinking water,2021,5.92771,173793.89821,Surface water
CAF,Central African Republic,urban,Drinking water,2021,0.05685,1239.42757,Surface water
CAF,Central African Republic,total,Sanitation,2021,13.26327,678031.84507,Safely managed service
CAF,Central African Republic,rural,Sanitation,2021,5.70614,167297.88545,Safely managed service
CAF,Central African Republic,urban,Sanitation,2021,23.42592,510733.95474,Safely managed service
CAF,Central African Republic,total,Drinking water,2021,6.0839,311014.96385,Safely managed service
CAF,Central African Republic,rural,Drinking water,2021,2.23955,65661.26428,Safely managed service
CAF,Central African Republic,urban,Drinking water,2021,11.25368,245353.69774,Safely managed service
CAF,Central African Republic,total,Sanitation,2021,44.83806,2292166.53521,Unimproved
CAF,Central African Republic,rural,Sanitation,2021,48.71758,1428346.48613,Unimproved
CAF,Central African Republic,urban,Sanitation,2021,39.62099,863820.09881,Unimproved
CAF,Central African Republic,total,Drinking water,2021,33.81833,1728826.60374,Unimproved
CAF,Central African Republic,rural,Drinking water,2021,46.90717,1375267.20575,Unimproved
CAF,Central African Republic,urban,Drinking water,2021,16.21677,353559.44864,Unimproved
CAF,Central African Republic,total,Hygiene,2022,22.17641,1130562.25632,Basic service
CAF,Central African Republic,rural,Hygiene,2022,12.12794,351681.57031,Basic service
CAF,Central African Republic,urban,Hygiene,2022,35.43146,778880.69847,Basic service
CAF,Central African Republic,total,Sanitation,2022,0.49938,25458.73263,Basic service
CAF,Central African Republic,rural,Sanitation,2022,0.02893,838.82347,Basic service
CAF,Central African Republic,urban,Sanitation,2022,1.11997,24619.9093,Basic service
CAF,Central African Republic,total,Drinking water,2022,30.1686,1538006.99795,Basic service
CAF,Central African Republic,rural,Drinking water,2022,25.13342,728809.85225,Basic service
CAF,Central African Republic,urban,Drinking water,2022,36.81055,809197.03298,Basic service
CAF,Central African Republic,total,Hygiene,2022,16.49258,840798.31813,Limited service
CAF,Central African Republic,rural,Hygiene,2022,16.43098,476459.68537,Limited service
CAF,Central African Republic,urban,Hygiene,2022,16.57385,364338.62261,Limited service
CAF,Central African Republic,total,Sanitation,2022,16.31394,831691.27206,Limited service
CAF,Central African Republic,rural,Sanitation,2022,6.7012,194319.01655,Limited service
CAF,Central African Republic,urban,Sanitation,2022,28.99421,637372.27049,Limited service
CAF,Central African Republic,total,Drinking water,2022,26.6353,1357877.78565,Limited service
CAF,Central African Republic,rural,Drinking water,2022,19.79216,573926.01762,Limited service
CAF,Central African Republic,urban,Drinking water,2022,35.66214,783951.7693,Limited service
CAF,Central African Republic,total,Hygiene,2022,61.331,3126678.36443,No handwashing facility
CAF,Central African Republic,rural,Hygiene,2022,71.44109,2071623.24489,No handwashing facility
CAF,Central African Republic,urban,Hygiene,2022,47.9947,1055055.19805,No handwashing facility
CAF,Central African Republic,total,Sanitation,2022,25.04464,1276785.26004,Open defecation
CAF,Central African Republic,rural,Sanitation,2022,38.84615,1126446.99639,Open defecation
CAF,Central African Republic,urban,Sanitation,2022,6.83892,150338.21186,Open defecation
CAF,Central African Republic,total,Drinking water,2022,3.39619,173139.21089,Surface water
CAF,Central African Republic,rural,Drinking water,2022,5.92771,171889.50422,Surface water
CAF,Central African Republic,urban,Drinking water,2022,0.05685,1249.69792,Surface water
CAF,Central African Republic,total,Sanitation,2022,13.34691,680430.74353,Safely managed service
CAF,Central African Republic,rural,Sanitation,2022,5.70614,165464.67328,Safely managed service
CAF,Central African Republic,urban,Sanitation,2022,23.42592,514966.08191,Safely managed service
CAF,Central African Republic,total,Drinking water,2022,6.12644,312328.54438,Safely managed service
CAF,Central African Republic,rural,Drinking water,2022,2.23955,64941.76308,Safely managed service
CAF,Central African Republic,urban,Drinking water,2022,11.25368,247386.78765,Safely managed service
CAF,Central African Republic,total,Sanitation,2022,44.79513,2283672.99217,Unimproved
CAF,Central African Republic,rural,Sanitation,2022,48.71758,1412694.99031,Unimproved
CAF,Central African Republic,urban,Sanitation,2022,39.62099,870978.02609,Unimproved
CAF,Central African Republic,total,Drinking water,2022,33.67347,1716686.50453,Unimproved
CAF,Central African Republic,rural,Drinking water,2022,46.90717,1360197.34061,Unimproved
CAF,Central African Republic,urban,Drinking water,2022,16.21677,356489.17073,Unimproved
CAF,Central African Republic,total,Hygiene,2023,22.29153,1148553.70532,Basic service
CAF,Central African Republic,rural,Hygiene,2023,12.12794,352346.12054,Basic service
CAF,Central African Republic,urban,Hygiene,2023,35.43146,796207.56704,Basic service
CAF,Central African Republic,total,Sanitation,2023,0.50477,26008.00963,Basic service
CAF,Central African Republic,rural,Sanitation,2023,0.02893,840.40854,Basic service
CAF,Central African Republic,urban,Sanitation,2023,1.11997,25167.60028,Basic service
CAF,Central African Republic,total,Drinking water,2023,30.22628,1557385.40573,Basic service
CAF,Central African Republic,rural,Drinking water,2023,25.13342,730187.03774,Basic service
CAF,Central African Republic,urban,Drinking water,2023,36.81055,827198.3144,Basic service
CAF,Central African Republic,total,Hygiene,2023,16.49329,849803.69176,Limited service
CAF,Central African Republic,rural,Hygiene,2023,16.43098,477360.02085,Limited service
CAF,Central African Republic,urban,Hygiene,2023,16.57385,372443.64748,Limited service
CAF,Central African Republic,total,Sanitation,2023,16.42407,846237.38161,Limited service
CAF,Central African Republic,rural,Sanitation,2023,6.7012,194686.20879,Limited service
CAF,Central African Republic,urban,Sanitation,2023,28.99421,651551.16282,Limited service
CAF,Central African Republic,total,Drinking water,2023,26.71369,1376402.00572,Limited service
CAF,Central African Republic,rural,Drinking water,2023,19.79216,575010.529,Limited service
CAF,Central African Republic,urban,Drinking water,2023,35.66214,801391.44819,Limited service
CAF,Central African Republic,total,Hygiene,2023,61.21518,3154063.56428,No handwashing facility
CAF,Central African Republic,rural,Hygiene,2023,71.44109,2075537.85919,No handwashing facility
CAF,Central African Republic,urban,Hygiene,2023,47.9947,1078525.80503,No handwashing facility
CAF,Central African Republic,total,Sanitation,2023,24.88652,1282258.2404,Open defecation
CAF,Central African Republic,rural,Sanitation,2023,38.84615,1128575.57142,Open defecation
CAF,Central African Republic,urban,Sanitation,2023,6.83892,153682.61421,Open defecation
CAF,Central African Republic,total,Drinking water,2023,3.36719,173491.81971,Surface water
CAF,Central African Republic,rural,Drinking water,2023,5.92771,172214.31285,Surface water
CAF,Central African Republic,urban,Drinking water,2023,0.05685,1277.49852,Surface water
CAF,Central African Republic,total,Sanitation,2023,13.43445,692199.29349,Safely managed service
CAF,Central African Republic,rural,Sanitation,2023,5.70614,165777.34132,Safely managed service
CAF,Central African Republic,urban,Sanitation,2023,23.42592,526421.94368,Safely managed service
CAF,Central African Republic,total,Drinking water,2023,6.17097,317954.60148,Safely managed service
CAF,Central African Republic,rural,Drinking water,2023,2.23955,65064.47939,Safely managed service
CAF,Central African Republic,urban,Drinking water,2023,11.25368,252890.11873,Safely managed service
CAF,Central African Republic,total,Sanitation,2023,44.75019,2305718.07526,Unimproved
CAF,Central African Republic,rural,Sanitation,2023,48.71758,1415364.46992,Unimproved
CAF,Central African Republic,urban,Sanitation,2023,39.62099,890353.67864,Unimproved
CAF,Central African Republic,total,Drinking water,2023,33.52186,1727187.12027,Unimproved
CAF,Central African Republic,rural,Drinking water,2023,46.90717,1362767.61876,Unimproved
CAF,Central African Republic,urban,Drinking water,2023,16.21677,364419.57781,Unimproved
CAF,Central African Republic,total,Hygiene,2024,22.41178,1194702.55311,Basic service
CAF,Central African Republic,rural,Hygiene,2024,12.12794,361201.02949,Basic service
CAF,Central African Republic,urban,Hygiene,2024,35.43146,833501.47926,Basic service
CAF,Central African Republic,total,Sanitation,2024,0.5104,27207.96553,Basic service
CAF,Central African Republic,rural,Sanitation,2024,0.02893,861.52909,Basic service
CAF,Central African Republic,urban,Sanitation,2024,1.11997,26346.43645,Basic service
CAF,Central African Republic,total,Drinking water,2024,30.28654,1614481.50996,Basic service
CAF,Central African Republic,rural,Drinking water,2024,25.13342,748537.57253,Basic service
CAF,Central African Republic,urban,Drinking water,2024,36.81055,865943.8157,Basic service
CAF,Central African Republic,total,Hygiene,2024,16.49403,879245.41707,Limited service
CAF,Central African Republic,rural,Hygiene,2024,16.43098,489356.68912,Limited service
CAF,Central African Republic,urban,Hygiene,2024,16.57385,389888.69732,Limited service
CAF,Central African Republic,total,Sanitation,2024,16.5391,881648.40659,Limited service
CAF,Central African Republic,rural,Sanitation,2024,6.7012,199578.92239,Limited service
